_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,sentence,term1,term2
496292922,7/1/2014 20:05:21,false,1311987183,7/1/2014 20:04:56,prizezombie,1.0,19082757,USA,AL,Birmingham,138.26.153.43,[CAUSES],[CAUSES],related,NA,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 22:14:50,false,1312130665,7/1/2014 22:14:27,fepcrowdflower,1.0,17940235,GBR,X5,Cardiff,176.252.22.6,[ASSOCIATED_WITH],[ASSOCIATED_WITH],related,N/A,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 22:23:34,false,1312138400,7/1/2014 22:23:27,bitcoinget,1.0,27793135,USA,FL,Jacksonville,76.106.186.209,[TREATS],[TREATS],SINUSITIS,a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292923,7/1/2014 15:39:01,false,1311607014,7/1/2014 15:38:48,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"PHLEBITIS, VARIX",n/a,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 15:53:01,false,1311613727,7/1/2014 15:51:12,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[OTHER],[OTHER],other illnesses,They are both illnesses but different.,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 15:58:19,false,1311615945,7/1/2014 15:57:55,neodev,1.0,18339121,USA,SC,Sumter,173.93.188.194,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"PHLEBITIS, VARIX",na,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 16:33:39,false,1311647856,7/1/2014 16:32:20,clixsense,1.0,17950689,GBR,X5,Cardiff,89.168.38.216,[PREVENTS],[PREVENTS],"rheumatism,",NONE,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 17:30:33,false,1311719671,7/1/2014 17:28:00,prodege,1.0,9378607,GBR,U8,Edinburgh,94.1.221.80,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],argentinum is widely employed,N/A,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 17:47:42,false,1311746188,7/1/2014 17:46:12,superrewards,1.0,23067591,USA,VA,Earlysville,71.48.142.94,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"argentinum widely employed gout, PHLEBITIS, VARIX and other illnesses",Na,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 18:04:13,false,1311789890,7/1/2014 18:02:57,neodev,1.0,18755947,GBR,H2,Accrington,80.47.187.155,[NONE],[NONE],N/A,Just two names in a list,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 19:16:37,false,1311919177,7/1/2014 19:15:34,instagc,1.0,13763729,USA,"","",75.182.89.225,[OTHER],[OTHER],"argentinum widely employed PHLEBITIS, VARIX",Both conditions are treated using the same medication.,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 19:21:52,false,1311926897,7/1/2014 19:21:14,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"PHLEBITIS, VARIX",n/a,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 19:33:05,false,1311943324,7/1/2014 19:32:41,instagc,1.0,27747022,USA,"","",73.191.78.63,[NONE],[NONE],n/a,just use same medicine it sounds like,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 20:00:44,false,1311981206,7/1/2014 20:00:30,prizezombie,1.0,19082757,USA,AL,Birmingham,138.26.153.43,[OTHER],[OTHER],and,NA,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 21:34:54,false,1312091185,7/1/2014 21:33:44,neodev,1.0,11460728,CAN,BC,Burnaby,70.79.16.165,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX",associated with,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 22:26:37,false,1312140860,7/1/2014 22:26:25,fepcrowdflower,1.0,17940235,GBR,X5,Cardiff,176.252.22.6,[NONE],[NONE],N/A,list,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 22:28:04,false,1312142101,7/1/2014 22:27:59,bitcoinget,1.0,27793135,USA,FL,Jacksonville,76.106.186.209,[TREATS],[TREATS],argentinum,N/A,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292923,7/1/2014 23:24:36,false,1312200511,7/1/2014 23:23:44,eup_slw,1.0,18329415,USA,PA,Folcroft,64.121.230.236,[NONE],[NONE],n/a,both are shown as being treated by argentinum,119,108,124,117,-1,RO-disease_has_finding,901898,"argentinum is widely employed in gout, rheumatism, neuralgias, arteriosclerotic disorders, muscular algias, PHLEBITIS, VARIX and other illnesses",VARIX,PHLEBITIS
496292924,7/1/2014 15:51:37,false,1311613092,7/1/2014 15:51:17,neodev,1.0,18339121,USA,SC,Sumter,173.93.188.194,[CAUSES],[CAUSES],present,na,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 15:58:22,false,1311615986,7/1/2014 15:57:19,clixsense,1.0,17950689,GBR,X5,Cardiff,89.168.38.216,[TREATS],[TREATS],HYPERTENSIVE,NONE,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 16:09:59,false,1311623219,7/1/2014 16:09:47,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH] [MANIFESTATION],"[MANIFESTATION]
[ASSOCIATED_WITH]",and,n/a,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 16:31:48,false,1311645610,7/1/2014 16:31:17,superrewards,1.0,23067591,USA,VA,Earlysville,71.48.142.94,[SYMPTOM],[SYMPTOM],"ARTERIAL HYPERTENSION, sometimes severe as HYPERTENSIVE ENCEPHALOPATHY",Na,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 16:55:37,false,1311674667,7/1/2014 16:54:48,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[CAUSES] [ASSOCIATED_WITH],"[CAUSES]
[ASSOCIATED_WITH]",may present as,n/a,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 18:11:44,false,1311802255,7/1/2014 18:11:21,neodev,1.0,18755947,GBR,H2,Accrington,80.47.187.155,[MANIFESTATION],[MANIFESTATION],may present as,N/A,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 18:28:26,false,1311832358,7/1/2014 18:28:07,prodege,1.0,2145087,USA,WV,Fairmont,75.151.236.106,[MANIFESTATION],[MANIFESTATION],may present as,N/A,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 18:54:08,false,1311879410,7/1/2014 18:53:24,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[LOCATION],[LOCATION],"ARTERIAL HYPERTENSION, HYPERTENSIVE ENCEPHALOPATHY",n/a,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 19:52:50,false,1311971203,7/1/2014 19:52:31,instagc,1.0,27747022,USA,"","",73.191.78.63,[MANIFESTATION],[MANIFESTATION],may present as,n/a,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 20:03:47,false,1311985106,7/1/2014 20:03:23,prizezombie,1.0,19082757,USA,AL,Birmingham,138.26.153.43,[PART_OF],[PART_OF],may present,NA,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 22:23:47,false,1312138552,7/1/2014 22:23:35,bitcoinget,1.0,27793135,USA,FL,Jacksonville,76.106.186.209,[TREATS],[TREATS],ARTERIAL,a,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
496292924,7/1/2014 22:28:17,false,1312142310,7/1/2014 22:27:55,fepcrowdflower,1.0,17940235,GBR,X5,Cardiff,176.252.22.6,[SYMPTOM],[SYMPTOM],present as,N/A,39,107,60,134,1,RO-disease_has_finding,901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY
